property1,section,ticket,type,price,lat,lon
Stowe,National Trust Stowe,Group Child,Gift aid,N/A,52.022154,-1.00785
Stowe,National Trust Stowe,Group Child,Standard,£5.60,52.022154,-1.00785
Stowe,Stowe House ,Adult,Gift aid,N/A,52.022154,-1.00785
Stowe,Stowe House ,Adult,Standard,£6.50,52.022154,-1.00785
Stowe,Stowe House ,National Trust member,Gift aid,N/A,52.022154,-1.00785
Stowe,Stowe House ,National Trust member,Standard,£4.95,52.022154,-1.00785
Basildon Park,Whole property,Adult,Gift aid,£14.00,51.4995,-1.11858
Basildon Park,Whole property,Adult,Standard,£12.70,51.4995,-1.11858
Basildon Park,Whole property,Child,Gift aid,£7.50,51.4995,-1.11858
Basildon Park,Whole property,Child,Standard,£6.80,51.4995,-1.11858
Basildon Park,Whole property,Family,Gift aid,£35.55,51.4995,-1.11858
Basildon Park,Whole property,Family,Standard,£32.30,51.4995,-1.11858
Basildon Park,Whole property,Group Adult,Gift aid,N/A,51.4995,-1.11858
Basildon Park,Whole property,Group Adult,Standard,£11.00,51.4995,-1.11858
Basildon Park,Whole property,Group Child,Gift aid,N/A,51.4995,-1.11858
Basildon Park,Whole property,Group Child,Standard,£5.40,51.4995,-1.11858
Murlough National Nature Reserve,Murlough National Nature Reserve Parking,Car,Gift aid,N/A,54.224645,-5.88365
Murlough National Nature Reserve,Murlough National Nature Reserve Parking,Car,Standard,£5.00,54.224645,-5.88365
Beatrix Potter Gallery and Hawkshead,Whole property,Adult,Gift aid,£7.20,54.373798,-2.99525
Beatrix Potter Gallery and Hawkshead,Whole property,Adult,Standard,£6.50,54.373798,-2.99525
Beatrix Potter Gallery and Hawkshead,Whole property,Child,Gift aid,£3.60,54.373798,-2.99525
Beatrix Potter Gallery and Hawkshead,Whole property,Child,Standard,£3.25,54.373798,-2.99525
Beatrix Potter Gallery and Hawkshead,Whole property,Family,Gift aid,£18.00,54.373798,-2.99525
Beatrix Potter Gallery and Hawkshead,Whole property,Family,Standard,£16.25,54.373798,-2.99525
Beatrix Potter Gallery and Hawkshead,Whole property,Group Adult,Gift aid,N/A,54.373798,-2.99525
Beatrix Potter Gallery and Hawkshead,Whole property,Group Adult,Standard,£6.20,54.373798,-2.99525
Wordsworth House and Garden,Whole property,Adult,Gift aid,£8.80,54.663601,-3.36678
Wordsworth House and Garden,Whole property,Adult,Standard,£7.90,54.663601,-3.36678
Wordsworth House and Garden,Whole property,Child,Gift aid,£4.40,54.663601,-3.36678
Wordsworth House and Garden,Whole property,Child,Standard,£3.95,54.663601,-3.36678
Wordsworth House and Garden,Whole property,Family,Gift aid,£22.00,54.663601,-3.36678
Wordsworth House and Garden,Whole property,Family,Standard,£19.75,54.663601,-3.36678
Wordsworth House and Garden,Whole property,Group out-of-hours,Gift aid,N/A,54.663601,-3.36678
Wordsworth House and Garden,Whole property,Group out-of-hours,Standard,£11.00,54.663601,-3.36678
Wordsworth House and Garden,Whole property,Group Adult,Gift aid,N/A,54.663601,-3.36678
Wordsworth House and Garden,Whole property,Group Adult,Standard,£7.50,54.663601,-3.36678
Wordsworth House and Garden,Whole property,Group Child,Gift aid,N/A,54.663601,-3.36678
Wordsworth House and Garden,Whole property,Group Child,Standard,£2.50,54.663601,-3.36678
Brownsea Island,Whole property,Adult,Gift aid,£8.00,50.6884,-1.95622
Brownsea Island,Whole property,Adult,Standard,£7.20,50.6884,-1.95622
Brownsea Island,Whole property,Child,Gift aid,£4.00,50.6884,-1.95622
Brownsea Island,Whole property,Child,Standard,£3.60,50.6884,-1.95622
Brownsea Island,Whole property,Family,Gift aid,£20.00,50.6884,-1.95622
Brownsea Island,Whole property,Family,Standard,£18.00,50.6884,-1.95622
Brownsea Island,Whole property,1 adult family ,Gift aid,£12.00,50.6884,-1.95622
Brownsea Island,Whole property,1 adult family ,Standard,£10.80,50.6884,-1.95622
Brownsea Island,Whole property,Group Adult,Gift aid,N/A,50.6884,-1.95622
Brownsea Island,Whole property,Group Adult,Standard,£6.40,50.6884,-1.95622
Brownsea Island,Whole property,Group Child,Gift aid,N/A,50.6884,-1.95622
Brownsea Island,Whole property,Group Child,Standard,£3.20,50.6884,-1.95622
Stoneywell,Whole property,Adult,Gift aid,£9.90,52.7034271,-1.2706485
Stoneywell,Whole property,Adult,Standard,£9.00,52.7034271,-1.2706485
Stoneywell,Whole property,Child,Gift aid,£4.95,52.7034271,-1.2706485
Stoneywell,Whole property,Child,Standard,£4.50,52.7034271,-1.2706485
Stoneywell,Whole property,Family,Gift aid,£24.75,52.7034271,-1.2706485
Stoneywell,Whole property,Family,Standard,£22.50,52.7034271,-1.2706485
Stoneywell,Whole property,Group Adult,Gift aid,N/A,52.7034271,-1.2706485
Stoneywell,Whole property,Group Adult,Standard,£8.40,52.7034271,-1.2706485
Stoneywell,Whole property,Group Child,Gift aid,N/A,52.7034271,-1.2706485
Stoneywell,Whole property,Group Child,Standard,£4.20,52.7034271,-1.2706485
East Pool Mine,Whole property,Adult,Gift aid,£9.00,50.231016,-5.262162
East Pool Mine,Whole property,Adult,Standard,£8.10,50.231016,-5.262162
East Pool Mine,Whole property,Child,Gift aid,£4.50,50.231016,-5.262162
East Pool Mine,Whole property,Child,Standard,£4.05,50.231016,-5.262162
East Pool Mine,Whole property,Family,Gift aid,£22.30,50.231016,-5.262162
East Pool Mine,Whole property,Family,Standard,£20.25,50.231016,-5.262162
East Pool Mine,Whole property,1 Adult ' 3 children,Gift aid,£13.40,50.231016,-5.262162
East Pool Mine,Whole property,1 Adult ' 3 children,Standard,£12.15,50.231016,-5.262162
East Pool Mine,Whole property,Group Adult,Gift aid,N/A,50.231016,-5.262162
East Pool Mine,Whole property,Group Adult,Standard,£7.60,50.231016,-5.262162
East Pool Mine,Whole property,Group Child,Gift aid,N/A,50.231016,-5.262162
East Pool Mine,Whole property,Group Child,Standard,£3.80,50.231016,-5.262162
Melford Hall,Whole property,Adult,Gift aid,£9.10,52.0844,0.7281
Melford Hall,Whole property,Adult,Standard,£8.20,52.0844,0.7281
Melford Hall,Whole property,Child,Gift aid,£4.55,52.0844,0.7281
Melford Hall,Whole property,Child,Standard,£4.10,52.0844,0.7281
Melford Hall,Whole property,Family,Gift aid,£22.75,52.0844,0.7281
Melford Hall,Whole property,Family,Standard,£20.50,52.0844,0.7281
Melford Hall,Whole property,Group Adult,Gift aid,N/A,52.0844,0.7281
Melford Hall,Whole property,Group Adult,Standard,£7.70,52.0844,0.7281
Melford Hall,Garden only,Adult,Gift aid,£5.40,52.0844,0.7281
Melford Hall,Garden only,Adult,Standard,£4.90,52.0844,0.7281
Melford Hall,Garden only,Child,Gift aid,£2.70,52.0844,0.7281
Melford Hall,Garden only,Child,Standard,£2.45,52.0844,0.7281
Melford Hall,Garden only,Family,Gift aid,£13.50,52.0844,0.7281
Melford Hall,Garden only,Family,Standard,£12.25,52.0844,0.7281
Portstewart Strand,Portstewart Strand,Car,Gift aid,N/A,55.172117,-6.724648
Portstewart Strand,Portstewart Strand,Car,Standard,£6.50,55.172117,-6.724648
Basildon Park,Whole property,Adult,Gift aid,£14.00,51.4995,-1.11858
Basildon Park,Whole property,Adult,Standard,£12.70,51.4995,-1.11858
Basildon Park,Whole property,Child,Gift aid,£7.50,51.4995,-1.11858
Basildon Park,Whole property,Child,Standard,£6.80,51.4995,-1.11858
Basildon Park,Whole property,Family,Gift aid,£35.55,51.4995,-1.11858
Basildon Park,Whole property,Family,Standard,£32.30,51.4995,-1.11858
Basildon Park,Whole property,Group Adult,Gift aid,N/A,51.4995,-1.11858
Basildon Park,Whole property,Group Adult,Standard,£11.00,51.4995,-1.11858
Basildon Park,Whole property,Group Child,Gift aid,N/A,51.4995,-1.11858
Basildon Park,Whole property,Group Child,Standard,£5.40,51.4995,-1.11858
Emmetts Garden,Whole property ,Adult,Gift aid,£9.50,51.250599,0.11573
Emmetts Garden,Whole property ,Adult,Standard,£8.50,51.250599,0.11573
Emmetts Garden,Whole property ,Child,Gift aid,£4.75,51.250599,0.11573
Emmetts Garden,Whole property ,Child,Standard,£4.25,51.250599,0.11573
Emmetts Garden,Whole property ,Family,Gift aid,£23.75,51.250599,0.11573
Emmetts Garden,Whole property ,Family,Standard,£21.25,51.250599,0.11573
Emmetts Garden,Whole property ,Group Adult,Gift aid,N/A,51.250599,0.11573
Emmetts Garden,Whole property ,Group Adult,Standard,£7.00,51.250599,0.11573
Emmetts Garden,Whole property ,Group Child,Gift aid,N/A,51.250599,0.11573
Emmetts Garden,Whole property ,Group Child,Standard,£3.50,51.250599,0.11573
Emmetts Garden,Spring season prices (25 April - 03 June),Adult,Gift aid,£11.50,51.250599,0.11573
Emmetts Garden,Spring season prices (25 April - 03 June),Adult,Standard,£10.30,51.250599,0.11573
Emmetts Garden,Spring season prices (25 April - 03 June),Child,Gift aid,£5.75,51.250599,0.11573
Emmetts Garden,Spring season prices (25 April - 03 June),Child,Standard,£5.15,51.250599,0.11573
Emmetts Garden,Spring season prices (25 April - 03 June),Family,Gift aid,£28.75,51.250599,0.11573
Emmetts Garden,Spring season prices (25 April - 03 June),Family,Standard,£25.75,51.250599,0.11573
Greys Court,Whole property,Adult,Gift aid,£13.00,51.5452,-0.95151
Greys Court,Whole property,Adult,Standard,£11.70,51.5452,-0.95151
Greys Court,Whole property,Child,Gift aid,£6.50,51.5452,-0.95151
Greys Court,Whole property,Child,Standard,£5.85,51.5452,-0.95151
Greys Court,Whole property,Family,Gift aid,£33.00,51.5452,-0.95151
Greys Court,Whole property,Family,Standard,£29.70,51.5452,-0.95151
Greys Court,Whole property,Group Adult,Gift aid,N/A,51.5452,-0.95151
Greys Court,Whole property,Group Adult,Standard,£10.40,51.5452,-0.95151
Hughenden,Whole property,Adult,Gift aid,£12.65,51.650214,-0.7565552
Hughenden,Whole property,Adult,Standard,£11.50,51.650214,-0.7565552
Hughenden,Whole property,Child,Gift aid,£6.35,51.650214,-0.7565552
Hughenden,Whole property,Child,Standard,£5.75,51.650214,-0.7565552
Hughenden,Whole property,Family,Gift aid,£31.65,51.650214,-0.7565552
Hughenden,Whole property,Family,Standard,£28.75,51.650214,-0.7565552
Hughenden,Whole property,Group Adult,Gift aid,N/A,51.650214,-0.7565552
Hughenden,Whole property,Group Adult,Standard,£10.50,51.650214,-0.7565552
Hughenden,Whole property,Group Child,Gift aid,N/A,51.650214,-0.7565552
Hughenden,Whole property,Group Child,Standard,£5.25,51.650214,-0.7565552
Hughenden,Grounds only,Adult,Gift aid,£6.35,51.650214,-0.7565552
Hughenden,Grounds only,Adult,Standard,£5.75,51.650214,-0.7565552
Hughenden,Grounds only,Child,Gift aid,£3.20,51.650214,-0.7565552
Hughenden,Grounds only,Child,Standard,£2.90,51.650214,-0.7565552
Hughenden,Grounds only,Family,Gift aid,£15.90,51.650214,-0.7565552
Hughenden,Grounds only,Family,Standard,£14.40,51.650214,-0.7565552
"The Workhouse, Southwell",Whole property,Adult,Gift aid,£10.05,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Adult,Standard,£9.10,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Child,Gift aid,£5.01,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Child,Standard,£4.55,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Family,Gift aid,£25.05,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Family,Standard,£22.75,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Family one adult,Gift aid,£15.05,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Family one adult,Standard,£13.65,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Group Adult,Gift aid,N/A,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Group Adult,Standard,£8.60,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Group Child,Gift aid,N/A,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Group Child,Standard,£4.30,53.0811,-0.93707
East Pool Mine,Whole property,Adult,Gift aid,£9.00,50.231016,-5.262162
East Pool Mine,Whole property,Adult,Standard,£8.10,50.231016,-5.262162
East Pool Mine,Whole property,Child,Gift aid,£4.50,50.231016,-5.262162
East Pool Mine,Whole property,Child,Standard,£4.05,50.231016,-5.262162
East Pool Mine,Whole property,Family,Gift aid,£22.30,50.231016,-5.262162
East Pool Mine,Whole property,Family,Standard,£20.25,50.231016,-5.262162
East Pool Mine,Whole property,1 Adult ' 3 children,Gift aid,£13.40,50.231016,-5.262162
East Pool Mine,Whole property,1 Adult ' 3 children,Standard,£12.15,50.231016,-5.262162
East Pool Mine,Whole property,Group Adult,Gift aid,N/A,50.231016,-5.262162
East Pool Mine,Whole property,Group Adult,Standard,£7.60,50.231016,-5.262162
East Pool Mine,Whole property,Group Child,Gift aid,N/A,50.231016,-5.262162
East Pool Mine,Whole property,Group Child,Standard,£3.80,50.231016,-5.262162
Clyston Mill,Whole property,Adult,Gift aid,N/A,50.7657297,-3.4475338
Clyston Mill,Whole property,Adult,Standard,£5.80,50.7657297,-3.4475338
Clyston Mill,Whole property,Child,Gift aid,N/A,50.7657297,-3.4475338
Clyston Mill,Whole property,Child,Standard,£2.90,50.7657297,-3.4475338
Clyston Mill,Whole property,Family,Gift aid,N/A,50.7657297,-3.4475338
Clyston Mill,Whole property,Family,Standard,£14.50,50.7657297,-3.4475338
Clyston Mill,Whole property,1 adult,Gift aid,N/A,50.7657297,-3.4475338
Clyston Mill,Whole property,1 adult,Standard,£8.70,50.7657297,-3.4475338
"Priest's House, Muchelney",Whole property,Adult,Gift aid,N/A,51.0214,-2.80763
"Priest's House, Muchelney",Whole property,Adult,Standard,£4.00,51.0214,-2.80763
"Priest's House, Muchelney",Whole property,Child,Gift aid,N/A,51.0214,-2.80763
"Priest's House, Muchelney",Whole property,Child,Standard,£2.00,51.0214,-2.80763
Ashdown House,Whole property,Adult,Gift aid,N/A,51.535999,-1.59116
Ashdown House,Whole property,Adult,Standard,£5.00,51.535999,-1.59116
Ashdown House,Whole property,Child,Gift aid,N/A,51.535999,-1.59116
Ashdown House,Whole property,Child,Standard,£2.50,51.535999,-1.59116
Ashdown House,Whole property,Family,Gift aid,N/A,51.535999,-1.59116
Ashdown House,Whole property,Family,Standard,£12.50,51.535999,-1.59116
Downhill Demesne and Hezlett House,Whole property,Adult,Gift aid,£6.20,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Adult,Standard,£5.60,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Child,Gift aid,£3.10,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Child,Standard,£2.70,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Family,Gift aid,£15.40,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Family,Standard,£13.90,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Guided tour,Gift aid,N/A,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Guided tour,Standard,£7.50,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Group Adult,Gift aid,N/A,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Group Adult,Standard,£5.00,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Group Child,Gift aid,N/A,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Group Child,Standard,£2.00,55.1609,-6.80705
Rowallane Garden,Whole property,Adult,Gift aid,£7.00,54.447102,-5.82684
Rowallane Garden,Whole property,Adult,Standard,£6.36,54.447102,-5.82684
Rowallane Garden,Whole property,Child,Gift aid,£3.50,54.447102,-5.82684
Rowallane Garden,Whole property,Child,Standard,£3.18,54.447102,-5.82684
Rowallane Garden,Whole property,Family,Gift aid,£17.50,54.447102,-5.82684
Rowallane Garden,Whole property,Family,Standard,£15.90,54.447102,-5.82684
Rowallane Garden,Whole property,Group Adult,Gift aid,N/A,54.447102,-5.82684
Rowallane Garden,Whole property,Group Adult,Standard,£7.50,54.447102,-5.82684
Peckover House and Garden,Whole property,Adult,Gift aid,£9.10,52.665487,0.154538
Peckover House and Garden,Whole property,Adult,Standard,£8.20,52.665487,0.154538
Peckover House and Garden,Whole property,Child,Gift aid,£4.60,52.665487,0.154538
Peckover House and Garden,Whole property,Child,Standard,£4.10,52.665487,0.154538
Peckover House and Garden,Whole property,Family,Gift aid,£22.60,52.665487,0.154538
Peckover House and Garden,Whole property,Family,Standard,£20.50,52.665487,0.154538
Peckover House and Garden,Whole property,Group Adult,Gift aid,N/A,52.665487,0.154538
Peckover House and Garden,Whole property,Group Adult,Standard,£7.70,52.665487,0.154538
Peckover House and Garden,Whole property,Group Child,Gift aid,N/A,52.665487,0.154538
Peckover House and Garden,Whole property,Group Child,Standard,£3.85,52.665487,0.154538
Peckover House and Garden,Garden only,Adult,Gift aid,£6.30,52.665487,0.154538
Peckover House and Garden,Garden only,Adult,Standard,£5.70,52.665487,0.154538
Peckover House and Garden,Garden only,Child,Gift aid,£3.15,52.665487,0.154538
Peckover House and Garden,Garden only,Child,Standard,£2.85,52.665487,0.154538
Peckover House and Garden,Garden only,Family,Gift aid,£15.75,52.665487,0.154538
Peckover House and Garden,Garden only,Family,Standard,£14.20,52.665487,0.154538
Peckover House and Garden,Garden only,Group Adult,Gift aid,N/A,52.665487,0.154538
Peckover House and Garden,Garden only,Group Adult,Standard,£5.40,52.665487,0.154538
Peckover House and Garden,Garden only,Group Child,Gift aid,N/A,52.665487,0.154538
Peckover House and Garden,Garden only,Group Child,Standard,£2.70,52.665487,0.154538
Stoneacre,Whole property,Adult,Gift aid,£5.75,51.2533,0.58178
Stoneacre,Whole property,Adult,Standard,£5.20,51.2533,0.58178
Stoneacre,Whole property,Child,Gift aid,£2.90,51.2533,0.58178
Stoneacre,Whole property,Child,Standard,£2.60,51.2533,0.58178
Stoneacre,Whole property,Family,Gift aid,£14.40,51.2533,0.58178
Stoneacre,Whole property,Family,Standard,£13.00,51.2533,0.58178
Stoneacre,Whole property,Group Adult,Gift aid,N/A,51.2533,0.58178
Stoneacre,Whole property,Group Adult,Standard,£4.65,51.2533,0.58178
Peckover House and Garden,Whole property,Adult,Gift aid,£9.10,52.665487,0.154538
Peckover House and Garden,Whole property,Adult,Standard,£8.20,52.665487,0.154538
Peckover House and Garden,Whole property,Child,Gift aid,£4.60,52.665487,0.154538
Peckover House and Garden,Whole property,Child,Standard,£4.10,52.665487,0.154538
Peckover House and Garden,Whole property,Family,Gift aid,£22.60,52.665487,0.154538
Peckover House and Garden,Whole property,Family,Standard,£20.50,52.665487,0.154538
Peckover House and Garden,Whole property,Group Adult,Gift aid,N/A,52.665487,0.154538
Peckover House and Garden,Whole property,Group Adult,Standard,£7.70,52.665487,0.154538
Peckover House and Garden,Whole property,Group Child,Gift aid,N/A,52.665487,0.154538
Peckover House and Garden,Whole property,Group Child,Standard,£3.85,52.665487,0.154538
Peckover House and Garden,Garden only,Adult,Gift aid,£6.30,52.665487,0.154538
Peckover House and Garden,Garden only,Adult,Standard,£5.70,52.665487,0.154538
Peckover House and Garden,Garden only,Child,Gift aid,£3.15,52.665487,0.154538
Peckover House and Garden,Garden only,Child,Standard,£2.85,52.665487,0.154538
Peckover House and Garden,Garden only,Family,Gift aid,£15.75,52.665487,0.154538
Peckover House and Garden,Garden only,Family,Standard,£14.20,52.665487,0.154538
Peckover House and Garden,Garden only,Group Adult,Gift aid,N/A,52.665487,0.154538
Peckover House and Garden,Garden only,Group Adult,Standard,£5.40,52.665487,0.154538
Peckover House and Garden,Garden only,Group Child,Gift aid,N/A,52.665487,0.154538
